5     68    399.69    -0.00518    229.302    4294
5     67    484.89    -0.00461    149.776    4294
5     66    478.73    -0.00472    169.748    4294
5     65    457.64    -0.00480    174.130    4294
5     64    466.05    -0.00526    164.327    4294
5     63    466.63    -0.00546    188.736    4294
5     62    456.15    -0.00581    184.912    4294
5     61    462.16    -0.00540    164.885    4294
5     60    444.21    -0.00629    176.806    4294
5     59    492.10    -0.00638    190.534    4294
5     58    471.99    -0.00715    198.156    4294
5     57    462.53    -0.00708    199.238    4294
5     56    464.26    -0.00645    166.836    4294
5     55    464.55    -0.00652    173.755    4294
5     54    455.49    -0.00667    175.702    4294
5     53    492.07    -0.00529    139.054    4294
5     52    429.63    -0.00562    149.027    4294
5     51    573.19    -0.00429     40.072    4294
5     50    539.25    -0.00406     54.959    4294
5     49    580.21    -0.00358      0.000    4294
5     48    451.77    -0.00695    164.569    4294
5     47    619.69    -0.00395      0.000    4294
5     46    429.53    -0.00680    165.552    4294
5     45    492.06    -0.00600    152.051    4294
5     44    457.69    -0.00663    192.472    4294
5     43    429.23    -0.00684    194.011    4294
5     42    537.19    -0.00498    107.359    4294
5     41    553.77    -0.00457     85.910    4294
5     40    518.03    -0.00459     92.298    4294
5     39    614.24    -0.00353      0.000    4294
5     38    604.70    -0.00363      0.000    4294
5     37    567.25    -0.00464     55.985    4294
5     36    634.22    -0.00389      0.000    4294
5     35    400.96    -0.00741    227.204    4294
5     34    593.26    -0.00483     82.856    4294
5     33    473.68    -0.00617    156.796    4294
5     32    624.46    -0.03275    361.717    4294
5     31    361.48    -0.00970    261.562    4294
5     30    363.31    -0.00684    244.648    4294
5     29    623.40    -0.00366      0.000    4294
5     28    604.43    -0.00323      0.002    4294
5     27    338.90    -0.00970    297.038    4294
5     26    371.10    -0.01638    376.846    4294
5     25    273.97    -0.01650    374.152    4294
5     24    369.19    -0.01051    291.819    4294
5     23    606.71    -0.00419     17.694    4294
5     22    337.44    -0.01914    385.896    4294
5     21    266.25    -0.01903    416.097    4294
5     20    298.78    -0.00781    300.802    4294
5     19    217.14    -0.02595    456.870    4294
5     18    231.30    -0.03937    460.434    4294
5     17    618.72    -0.00395      0.000    4294
5     16    580.46    -0.00331      0.001    4294
5     15    602.59    -0.00162      0.023    4294
5     14    172.76    -0.05334    505.534    4294
5     13    654.14    -0.00482      0.000    4294
5     12    609.71    -0.00242     11.278    4294
5     11    639.68    -0.00548      0.009    4294
5     10    615.41    -0.00296      0.005    4294
5      9    602.56    -0.00145     28.104    4294
5      8    580.85    -0.00571     13.550    4294
5      7    707.52    -0.00760      0.000    4294
5      6    575.24    -0.00399     12.117    4294
5      5    158.36    -0.09000    494.386    4294
5      4    634.50    -0.00898      0.000    4294
5      3    586.48     0.00000      0.000    4294
5      2    559.35     0.00000      0.000    4294
5      1    288.54     0.00000      0.000    4294
5     62    467.00    -0.00552    172.132    4294
5     61    475.90    -0.00475    121.981    4294
5     60    518.12    -0.00555    127.320    4294
5     59    484.20    -0.00520    133.129    4294
5     58    493.13    -0.00476     92.069    4294
5     57    457.03    -0.00572    155.888    4294
5     56    526.00    -0.00523    134.136    4294
5     55    436.15    -0.00545    149.634    4294
5     54    368.22    -0.00401    101.114    4294
5     53    315.06    -0.00080      0.000    4294
5     52    399.41    -0.00270     28.759    4294
5     51    469.75    -0.00579    156.514    4294
5     50    448.32    -0.00506    159.937    4294
5     49    486.61    -0.00552    139.939    4294
5     48    510.50    -0.00427     91.491    4294
5     47    489.29    -0.00510    115.910    4294
5     46    428.62    -0.00586    158.392    4294
5     45    478.33    -0.00523    141.359    4294
5     44    486.12    -0.00488    118.735    4294
5     43    461.55    -0.00542    171.670    4294
5     42    424.73    -0.00555    183.460    4294
5     41    471.61    -0.00537    146.028    4294
5     40    478.44    -0.00505    136.674    4294
5     39    468.79    -0.00574    159.950    4294
5     38    503.93    -0.00483    132.552    4294
5     37    460.20    -0.00571    167.366    4294
5     36    449.32    -0.00598    191.940    4294
5     35    464.60    -0.00457    126.686    4294
5     34    442.75    -0.00554    164.497    4294
5     33    523.07    -0.00396    112.867    4294
5     32    489.10    -0.00509    147.263    4294
5     31    438.73    -0.00608    201.614    4294
5     30    494.60    -0.00478    111.744    4294
5     29    435.16    -0.00590    184.971    4294
5     28    502.12    -0.00477    115.970    4294
5     27    464.52    -0.00542    158.272    4294
5     26    431.00    -0.00549    174.469    4294
5     25    427.39    -0.00684    193.962    4294
5     24    452.70    -0.00503    141.733    4294
5     23    414.31    -0.00722    227.004    4294
5     22    449.17    -0.00638    186.765    4294
5     21    605.90    -0.00305      0.000    4294
5     20    643.32    -0.00365      0.000    4294
5     19    622.49    -0.00336      0.000    4294
5     18    467.06    -0.00555    169.306    4294
5     17    483.51    -0.00560    154.338    4294
5     16    382.87    -0.00797    255.582    4294
5     15    430.02    -0.00769    234.676    4294
5     14    398.59    -0.00648    234.667    4294
5     13    502.45    -0.00527    137.047    4294
5     12    435.86    -0.00712    202.300    4294
5     11    342.76    -0.01242    311.551    4294
5     10    608.84    -0.00466     23.245    4294
5      9    368.18    -0.00861    272.585    4294
5      8    275.81    -0.01864    392.866    4294
5      7    519.37    -0.05256    454.278    4294
5      6    756.48    -0.00966      0.000    4294
5      5    805.99    -0.01384      0.000    4294
5      4    917.12    -0.02215      0.004    4294
5      3    1000.00    -0.03513      0.000    4294
5      2    401.50     0.00000      0.000    4294
5      1    213.47     0.00000      0.000    4294
5     62    560.60    -0.00253      0.000    4294
5     61    436.02    -0.00563    136.031    4294
5     60    477.12    -0.00459    104.478    4294
5     59    479.08    -0.00504    138.908    4294
5     58    456.77    -0.00464    139.787    4294
5     57    444.31    -0.00523    131.152    4294
5     56    477.12    -0.00523    133.164    4294
5     55    437.19    -0.00550    153.145    4294
5     54    491.81    -0.00435     98.443    4294
5     53    502.46    -0.00514    125.685    4294
5     52    487.99    -0.00458    128.617    4294
5     51    473.88    -0.00499    146.006    4294
5     50    509.51    -0.00431    110.356    4294
5     49    476.18    -0.00525    130.975    4294
5     48    440.27    -0.00500    139.578    4294
5     47    468.39    -0.00508    141.694    4294
5     46    463.09    -0.00387    119.660    4294
5     45    441.87    -0.00558    167.848    4294
5     44    472.32    -0.00511    168.105    4294
5     43    449.15    -0.00524    153.546    4294
5     42    482.49    -0.00449    144.326    4294
5     41    471.22    -0.00533    158.220    4294
5     40    519.15    -0.00486    123.844    4294
5     39    442.64    -0.00614    167.616    4294
5     38    495.69    -0.00512    125.184    4294
5     37    543.28    -0.00407     70.751    4294
5     36    427.27    -0.00627    190.946    4294
5     35    505.08    -0.00484    114.786    4294
5     34    537.65    -0.00426     85.119    4294
5     33    479.60    -0.00554    168.693    4294
5     32    432.55    -0.00773    226.896    4294
5     31    475.99    -0.00499    131.497    4294
5     30    478.88    -0.00637    163.485    4294
5     29    469.56    -0.00683    188.717    4294
5     28    465.28    -0.00584    174.694    4294
5     27    488.43    -0.00470    118.588    4294
5     26    444.73    -0.00684    203.116    4294
5     25    455.42    -0.00556    152.953    4294
5     24    397.02    -0.00832    225.587    4294
5     23    497.65    -0.00485    129.765    4294
